semestre,district_id,banda_larga,nro_medicoes,medicoes_ipv6,medicoes_ipv4,mediana_download,mediana_upload,mediana_latencia,mediana_perdapacotes,mediana_jitterdown,mediana_jitterup
2020_1,355030828,fixa,9884,737,8927,24.94270896911621,9.807843208312988,24.679500102996826,0,1.8855000138282776,2.679999977350235
2020_1,355030829,fixa,10713,24,10121,41.2723503112793,18.307226181030273,19.881500244140625,0,1.1672499924898148,1.6520000100135803
2020_1,355030830,fixa,14750,9,14011,23.67591381072998,18.804216384887695,12.211750030517578,0,1.925249993801117,1.9835000038146973
2020_1,355030831,fixa,5676,2,5530,23.49836826324463,21.775346755981445,12.408999681472778,0,1.3027500063180923,1.3535000085830688
2020_1,355030832,fixa,9402,42,9042,42.74049758911133,17.324782371520996,18.127000331878662,0,1.1304999589920044,1.753499984741211
2020_1,355030833,fixa,6097,0,5904,23.576995849609375,22.37186622619629,12.99899959564209,0,1.4780000448226929,1.8309999704360962
2020_1,355030834,fixa,6386,1,5936,38.780311584472656,17.826677322387695,16.604000568389893,0,1.0622500032186508,1.5732499957084656
2020_1,355030835,fixa,39149,13231,25058,53.011966705322266,29.082394123077393,10.396750211715698,0,0.7799999713897705,1.03200002014637
2020_1,355030836,fixa,15787,11,15540,23.58415985107422,22.807188034057617,13.58650016784668,0,1.4524999856948853,1.277999997138977
2020_1,355030837,fixa,12926,12,12382,28.378591537475586,18.43905258178711,18.33449935913086,0,1.3890000581741333,1.690999984741211
2020_1,355030838,fixa,14092,1672,11275,42.24574089050293,18.889713764190674,15.01075005531311,0,0.871999979019165,1.3319999873638153
2020_1,355030839,fixa,4840,5,4366,41.160831451416016,19.37179946899414,15.557499647140503,0,0.9929999858140945,1.5989999771118164
2020_1,355030840,fixa,6127,2,5944,58.23348617553711,18.85280466079712,14.234999656677246,0,0.8560000061988831,1.2280000448226929
2020_1,355030841,fixa,4722,6,4303,41.03807067871094,17.816192626953125,18.79400062561035,0,1.2419999837875366,2.0220000743865967
2020_1,355030842,fixa,13449,11,12729,26.27412223815918,10.624894499778748,21.19000005722046,0,1.4240000024437904,1.959500014781952
2020_1,355030843,fixa,4128,3,3686,19.074134826660156,14.727520942687988,12.995499610900879,0.5,1.6955000162124634,1.706499993801117
2020_1,355030844,fixa,7017,0,6862,19.514927864074707,16.517913818359375,15.539999961853027,0,1.5499999523162842,2.167499929666519
2020_1,355030845,fixa,7346,18,6845,52.332645416259766,21.469133377075195,13.170750379562378,0,0.8619999960064888,1.2999999523162842
2020_1,355030846,fixa,11173,8,10621,28.879666805267334,16.61286973953247,18.700000762939453,0,1.3655000180006027,1.7039999663829803
2020_1,355030847,fixa,8614,4,8251,22.616621017456055,13.838127136230469,23.3270001411438,0,1.7385000139474869,2.1264999210834503
2020_1,355030848,fixa,7555,11,7093,56.62259292602539,25.25988006591797,11.72599983215332,0,0.7599999904632568,1.2920000553131104
2020_1,355030849,fixa,6439,3,6237,48.93869757652283,21.5085391998291,16.472000122070312,0,0.9125000238418579,1.6324999928474426
2020_1,355030850,fixa,5263,16,4892,45.702738761901855,16.277587890625,21.32949924468994,0,1.2879999876022339,1.9639999866485596
2020_1,355030851,fixa,10871,2151,8177,50.99125099182129,18.413293838500977,17.96525001525879,0,0.9169999957084656,1.9044999480247498
2020_1,355030852,fixa,910,0,903,89.52694320678711,86.7873306274414,3.8924999237060547,0,0.3310000002384186,0.07999999821186066
2020_1,355030853,fixa,9269,2,8658,42.41059112548828,17.364508509635925,20.01650047302246,0,1.031999945640564,2.1864999532699585
2020_1,355030854,fixa,4597,8,4217,42.56027603149414,18.168824672698975,17.57699966430664,0,0.8950000107288361,1.7404999732971191
2020_1,355030855,fixa,8705,0,8563,22.84955596923828,17.39235830307007,11.001749992370605,0,1.4700000286102295,1.4562500268220901
2020_1,355030856,fixa,4488,1,4436,64.4810562133789,37.0272274017334,11.99899959564209,0,0.6290000081062317,1.0520000457763672
2020_1,355030857,fixa,2892,6,2783,16.578049421310425,10.60755479335785,24.485000610351562,0.5,1.3777500092983246,2.38700008392334
2020_1,355030858,fixa,11214,20,10915,28.63945770263672,21.361769676208496,10.78499984741211,0,1.137250006198883,1.4539999961853027
2020_1,355030859,fixa,12885,11,12248,31.786788940429688,13.014970779418945,19.92924976348877,0,1.5205000042915344,2.2309999465942383
2020_1,355030860,fixa,6131,24,5655,45.119110107421875,19.458234786987305,18.191999435424805,0,1.1845000237226486,1.904750019311905
2020_1,355030861,fixa,9064,26,8758,35.25603103637695,21.88710880279541,14.687999725341797,0,1.0089999437332153,1.149999976158142
2020_1,355030862,fixa,5634,28,5119,50.36709213256836,20.839963912963867,14.107749938964844,0,0.8040000200271606,1.4559999704360962
2020_1,355030863,fixa,4586,185,3864,36.304677963256836,15.249798059463501,19.41900062561035,0,1.2825000286102295,1.847000002861023
2020_1,355030864,fixa,6713,2,6425,35.253052711486816,18.48426628112793,22.252749919891357,0,1.0509999990463257,1.7630000114440918
2020_1,355030865,fixa,6977,12,6437,28.82539939880371,12.362109184265137,22.499000072479248,0,1.6135000437498093,2.5019999742507935
2020_1,355030866,fixa,6801,197,6170,79.89214134216309,51.05935287475586,6.758000135421753,0,0.5334999859333038,0.5232500061392784
2020_1,355030867,fixa,6140,516,5155,35.63023376464844,15.910578727722168,21.45300006866455,0,1.2929999828338623,2.072499930858612
2020_1,355030868,fixa,8483,26,7789,29.677946090698242,9.804243087768555,23.186500072479248,0,1.649999976158142,2.581249952316284
2020_1,355030869,fixa,2390,20,2120,45.46080017089844,19.974340438842773,14.459499835968018,0,1.0130000114440918,1.6669999957084656
2020_1,355030870,fixa,11218,30,10521,40.3902702331543,18.510128021240234,17.98200035095215,0,1.1590000092983246,1.8509999513626099
2020_1,355030871,fixa,13279,1107,11581,51.43291091918945,19.251357078552246,15.696000099182129,0,0.8917500078678131,1.6064999997615814
2020_1,355030872,fixa,3392,13,2884,35.519020080566406,10.211562156677246,23.589000701904297,0,1.4359999895095825,2.284500002861023
2020_1,355030873,fixa,12335,8,11889,26.026357650756836,16.595181465148926,17.990999221801758,0,1.4839999675750732,1.9520000219345093
2020_1,355030874,fixa,7200,1,7016,30.40138816833496,20.84576988220215,14.890000343322754,0,1.2149999737739563,1.5509999990463257
2020_1,355030875,fixa,6867,1,6689,21.224215030670166,18.610103130340576,12.907750368118286,0.5,1.7940000295639038,1.738249957561493
2020_1,355030876,fixa,8091,1,7746,20.868985176086426,18.37784719467163,15.211750030517578,0.5,1.867249995470047,1.7000000476837158
2020_1,355030877,fixa,13895,3091,9865,50.32954788208008,19.789580821990967,16.62837505340576,0,0.9689999967813492,1.5347499549388885
2020_1,355030878,fixa,33552,284,31763,23.361423015594482,16.30870485305786,24.454999923706055,0,0.9357499927282333,1.4780000448226929
2020_1,355030879,fixa,3206,183,2932,35.52041053771973,15.97585153579712,19.15250015258789,0,1.0180000066757202,1.8830000162124634
2020_1,355030880,fixa,11399,19,10923,46.33157825469971,22.803401947021484,12.74025011062622,0,0.9589999914169312,1.4384999871253967
2020_1,355030881,fixa,9460,7,8965,36.34127426147461,18.518905639648438,14.864749908447266,0,1.0279999673366547,1.6634999513626099
2020_1,355030882,fixa,5218,4,4608,38.5521240234375,15.556000709533691,20.98550033569336,0,1.034000039100647,1.9182499647140503
2020_1,355030883,fixa,5812,587,4805,38.775543212890625,17.834540367126465,19.05074977874756,0,1.1399999856948853,2.322000026702881
2020_1,355030884,fixa,10710,5,10346,28.551376342773438,12.117013931274414,24.19100046157837,0,1.4279999732971191,2.307499974966049
2020_1,355030885,fixa,4618,23,4284,36.67939376831055,11.22468614578247,22.741000175476074,0,1.272000014781952,2.1540000438690186
2020_1,355030886,fixa,4130,9,3879,45.39996898174286,23.12729263305664,16.28749990463257,0,1.0269999504089355,1.7519999742507935
2020_1,355030887,fixa,11602,8,11361,23.557048797607422,12.835859775543213,20.341999053955078,0,1.4529999494552612,1.9199999570846558
2020_1,355030888,fixa,3890,63,3469,61.561153411865234,20.46381187438965,14.692000389099121,0,0.8762499988079071,1.7239999771118164
2020_1,355030889,fixa,5255,2,4866,46.63153648376465,20.20080852508545,17.67099952697754,0,0.9054999947547913,1.3700000047683716
2020_1,355030890,fixa,7553,30,6512,44.87982368469238,18.48398780822754,18.602250576019287,0,0.9150000214576721,1.4739999771118164
2020_1,355030891,fixa,4368,2,4040,34.662689208984375,17.506712913513184,17.999000549316406,0,1.0959999561309814,1.5605000257492065
2020_1,355030892,fixa,9520,1082,8046,41.20530831813812,13.807636260986328,22.217000007629395,0,0.9919999837875366,1.8840000629425049
2020_1,355030893,fixa,13895,1358,12222,48.48406410217285,17.902523040771484,20.16200065612793,0,1.0920000076293945,1.75
2020_1,355030894,fixa,15172,3247,11503,45.20662307739258,18.808545112609863,20.267499923706055,0,1.0634999871253967,1.9700000286102295
2020_1,355030895,fixa,4868,2,4550,31.42585563659668,16.638141632080078,15.838000297546387,0,1.3729999661445618,1.9620000123977661
2020_1,355030896,fixa,9227,0,9035,15.372665405273438,18.68733024597168,16.31999969482422,0.5,1.5567499697208405,1.6655000448226929
2020_2,355030801,fixa,7655,6,7271,52.52831268310547,18.629758834838867,19.99799919128418,0,1.0125000178813934,1.8259999752044678
2020_2,355030802,fixa,8061,8,7804,57.74403953552246,18.854796409606934,15.221500158309937,0,0.8264999985694885,1.8539999723434448
2020_2,355030803,fixa,512,0,317,35.969146728515625,34.26040267944336,10.191999912261963,0,1.1319999694824219,1.1200000047683716
2020_2,355030804,fixa,12282,4,12068,41.79007911682129,17.831504821777344,20.219250202178955,0,1.1992500126361847,1.659000039100647
2020_2,355030805,fixa,6946,1,6613,34.278324127197266,15.611858367919922,21.998499870300293,0,1.2294999957084656,1.8700000047683716
2020_2,355030806,fixa,9359,722,8389,67.02454376220703,22.77124786376953,15.534000396728516,0,0.9175000041723251,1.3682500422000885
2020_2,355030807,fixa,17181,1428,15104,55.235435485839844,22.62385845184326,14.581999778747559,0,0.7599999904632568,1.0980000495910645
2020_2,355030808,fixa,5594,2,5394,74.1368637084961,24.756840705871582,14.933499813079834,0,0.8190000057220459,1.3389999866485596
2020_2,355030809,fixa,2890,0,2705,51.47311019897461,18.040472984313965,19.24350070953369,0,0.9100000262260437,1.550000011920929
2020_2,355030810,fixa,4718,0,4540,59.0714795589447,39.22942924499512,9.881500244140625,0,0.8877499997615814,0.972000002861023
2020_2,355030811,fixa,21433,0,21081,30.635626316070557,25.013245463371277,11.291999816894531,0,1.6345000267028809,1.2799999713897705
2020_2,355030812,fixa,4034,2,3506,54.465389251708984,19.4805908203125,17.38300085067749,0,0.8190000057220459,1.6540000140666962
2020_2,355030813,fixa,13339,5,12829,38.22283172607422,18.779796600341797,18.573999643325806,0,1.3650000095367432,1.7980000376701355
2020_2,355030814,fixa,1913,1,1754,52.31629180908203,20.054248809814453,17.388999938964844,0,0.9395000040531158,1.5490000247955322
2020_2,355030815,fixa,3981,3,3676,53.14727592468262,19.51929473876953,19.222000122070312,0,1.093000054359436,1.7419999837875366
2020_2,355030816,fixa,8324,3,7738,55.094783782958984,18.27728796005249,19.149500846862793,0,1.149999976158142,1.88400000333786
2020_2,355030817,fixa,20107,4,19269,34.97952842712402,20.71243667602539,12.664999961853027,0,1.2597499936819077,1.5604999661445618
2020_2,355030818,fixa,8333,6,7596,37.53904724121094,16.11851692199707,22.99799919128418,0,1.3205000013113022,1.965000033378601
2020_2,355030819,fixa,8321,1,7817,23.239615440368652,20.317226886749268,16.597249746322632,0,1.534500002861023,1.6355000138282776
2020_2,355030820,fixa,7057,2,6394,43.42298698425293,18.17317485809326,20.33799934387207,0,1.0140000581741333,1.8609999418258667
2020_2,355030821,fixa,6609,7,6380,51.025848388671875,18.711915493011475,17.334999084472656,0,1.0299999713897705,1.7695000171661377
2020_2,355030822,fixa,12033,2,11484,41.01292037963867,25.505765914916992,11.658499717712402,0,1.0119999647140503,1.340000033378601
2020_2,355030823,fixa,8629,1765,6221,37.253456115722656,20.004310607910156,16.412999868392944,0,1.315000057220459,1.5759999752044678
2020_2,355030824,fixa,1995,1,1651,36.3300838470459,12.467804431915283,23.498000144958496,0,1.4264999628067017,2.111999988555908
2020_2,355030825,fixa,15697,12,15328,28.754526138305664,23.089487552642822,12.405499935150146,0,1.9539999961853027,1.6549999713897705
2020_2,355030826,fixa,12531,2907,9173,49.89137268066406,19.736927032470703,18.855000495910645,0,1.059000015258789,1.5160000026226044
2020_2,355030827,fixa,4350,2,3876,52.93132972717285,21.268799781799316,16.87849998474121,0,1.0199999809265137,1.3660000562667847
2020_2,355030828,fixa,10613,858,9390,27.282428741455078,13.93033218383789,19.239500045776367,0,1.6820000410079956,2.1085000336170197
2020_2,355030829,fixa,12087,18,11621,49.57174301147461,18.671472549438477,19.292500019073486,0,1.0839999914169312,1.6080000400543213
2020_2,355030830,fixa,15395,4,14765,28.69658660888672,21.854543685913086,10.812000274658203,0.3378378450870514,1.7419999837875366,1.8824999928474426
2020_2,355030831,fixa,11792,0,11627,35.34439468383789,27.158611297607422,10.98900032043457,0,1.3949999809265137,1.1799999475479126
2020_2,355030832,fixa,8390,288,7711,50.753726959228516,19.5656681060791,16,0,0.9794999957084656,1.5834999680519104
2020_2,355030833,fixa,7380,3,7053,35.492231369018555,31.134254455566406,11.791999816894531,0,1.367499977350235,1.3525000214576721
2020_2,355030834,fixa,8355,3,7765,45.940704345703125,19.31056499481201,13.284499883651733,0,0.953000009059906,1.4279999732971191
2020_2,355030835,fixa,22438,3973,17643,60.067176818847656,31.98399066925049,11.482500076293945,0,0.7754999995231628,1.0214999914169312
2020_2,355030836,fixa,16830,0,16574,27.237895011901855,26.788809299468994,12.657000064849854,0,1.5354999769479036,1.2754999846220016
2020_2,355030837,fixa,13128,0,12598,34.02395439147949,19.231816291809082,16.98099994659424,0,1.2480000257492065,1.6770000457763672
2020_2,355030838,fixa,16563,3,15527,49.82494354248047,20.790797233581543,14.942750215530396,0,0.9800000190734863,1.2239999771118164
2020_2,355030839,fixa,6630,1,6297,69.29896545410156,14.59682583808899,19.986000061035156,0,0.7877500057220459,1.7680000066757202
2020_2,355030840,fixa,9585,0,9202,80.25727844238281,23.114192962646484,13.484999656677246,0,0.7269999980926514,1.121000051498413
2020_2,355030841,fixa,5689,0,5304,53.767690658569336,20.81136131286621,14.880000114440918,0,1.0719999819993973,1.4670000076293945
2020_2,355030842,fixa,8938,2,8241,30.289011001586914,13.810312271118164,20.29800033569336,0,1.5130000114440918,2.0380001068115234
2020_2,355030843,fixa,4194,0,3871,23.033424377441406,17.68986487388611,11.10200023651123,0,1.6820000410079956,1.553000032901764
2020_2,355030844,fixa,8980,1,8669,27.252917766571045,22.892888069152832,12.996500015258789,0,1.4300000071525574,1.6474999785423279
2020_2,355030845,fixa,9448,6,8746,58.067359924316406,23.952634811401367,15.161250114440918,0,0.8524999916553497,1.1644999980926514
2020_2,355030846,fixa,15484,5,14954,33.06236934661865,18.842122077941895,18.253000259399414,0,1.2925000339746475,1.8040000200271606
2020_2,355030847,fixa,11204,0,10923,29.761470794677734,17.897279739379883,21.265999794006348,0,1.5835000276565552,2.0544999837875366
2020_2,355030848,fixa,15139,9,14552,66.7570629119873,19.90834331512451,16.962499618530273,0,0.7669999897480011,1.2999999523162842
2020_2,355030849,fixa,11873,5,11634,51.58054733276367,18.76841640472412,16.538999557495117,0,1.0289999917149544,1.4079999923706055
2020_2,355030850,fixa,5194,1,4966,45.08254814147949,15.562888145446777,21.996999740600586,0,1.0115000158548355,1.9529999494552612
2020_2,355030851,fixa,10805,1783,8664,74.5789794921875,18.846406936645508,18.15725016593933,0,0.8490000069141388,1.9442500472068787
2020_2,355030852,fixa,1414,0,1403,49.083946228027344,54.39846420288086,6.944499969482422,0,0.6100000143051147,0.6019999980926514
2020_2,355030853,fixa,12151,1,11751,51.104501724243164,19.816003799438477,16.889500617980957,0,0.9745000004768372,1.5245000123977661
2020_2,355030854,fixa,5305,3,5049,57.211761474609375,21.094642639160156,12.003499984741211,0,0.6917500048875809,1.3020000457763672
2020_2,355030855,fixa,9198,0,8904,32.55068922042847,26.848316192626953,9.99899959564209,0,1.6640000343322754,1.468999981880188
2020_2,355030856,fixa,4922,1,4765,54.08050537109375,18.606321334838867,20.283249378204346,0,0.984000027179718,1.4539999961853027
2020_2,355030857,fixa,3593,1,3382,36.24654197692871,17.054824829101562,21.98550033569336,0,1.1430000066757202,1.7549999952316284
2020_2,355030858,fixa,16005,2,15770,34.781490325927734,26.25081443786621,9.821250200271606,0,1.2239999771118164,1.2039999961853027
2020_2,355030859,fixa,13043,478,11974,41.347289085388184,18.69636058807373,19.988999366760254,0,1.3680000305175781,1.7690000534057617
2020_2,355030860,fixa,7262,516,6226,53.2097692489624,19.394866943359375,16.904000282287598,0,1.1360000371932983,1.5759999752044678
2020_2,355030861,fixa,14454,8,14243,56.77389335632324,32.40201377868652,11,0,0.7719999849796295,1.2599999904632568
2020_2,355030862,fixa,9197,4,8461,57.22793245315552,25.372117042541504,15.055000066757202,0,0.8975000083446503,1.472000002861023
2020_2,355030863,fixa,6181,1,5476,41.46189785003662,18.263486862182617,19.70199942588806,0,1.4480000138282776,1.9535000324249268
2020_2,355030864,fixa,7264,0,6982,41.28250312805176,18.45729637145996,21.191999912261963,0,1.3199999928474426,1.8760000467300415
2020_2,355030865,fixa,8544,6,8129,33.6307487487793,13.556321859359741,22.021000385284424,0,1.4754999876022339,2.209999918937683
2020_2,355030866,fixa,16497,2,15848,58.6574764251709,43.63692855834961,7.999000072479248,0,0.7207500245422125,0.6639999747276306
2020_2,355030867,fixa,7250,931,5918,44.094919204711914,18.236079216003418,19.139999389648438,0,1.3179999589920044,2.024500012397766
2020_2,355030868,fixa,10912,11,10266,34.729164123535156,15.255249977111816,21.045000076293945,0,1.4900000095367432,2.072000026702881
2020_2,355030869,fixa,8345,831,7197,68.84387588500977,18.61837387084961,18.89299964904785,0,0.9279999732971191,1.4479999542236328
2020_2,355030870,fixa,16967,1,16393,51.225157737731934,18.86740493774414,17.931750297546387,0,0.9819999933242798,1.4164999723434448
2020_2,355030871,fixa,14505,2704,11176,53.520668029785156,19.348427772521973,19.145999908447266,0,0.8972500115633011,1.5879999995231628
2020_2,355030872,fixa,7676,3,6674,41.55928039550781,9.82313585281372,24.024999618530273,0,1.5024999678134918,2.1040000915527344
2020_2,355030873,fixa,12454,0,12064,34.72349834442139,18.653287887573242,16.58300018310547,0,1.2870000004768372,1.569000005722046
2020_2,355030874,fixa,9445,0,9289,32.50006818771362,19.981796264648438,16.63700008392334,0,1.1955000162124634,1.5205000042915344
2020_2,355030875,fixa,11000,0,10710,31.17817974090576,26.53940773010254,12.98900032043457,0,1.684000015258789,1.6619999408721924
2020_2,355030876,fixa,10140,1,9710,32.33502197265625,26.592625617980957,12.477750062942505,0,1.4674999713897705,1.3320000171661377
2020_2,355030877,fixa,11677,376,10428,49.068992614746094,19.48313808441162,17.145000457763672,0,1.1259999871253967,1.5399999618530273
2020_2,355030878,fixa,42708,125,40717,31.808595657348633,21.442108154296875,24.27400016784668,0,0.9139999747276306,1.4429999589920044
2020_2,355030879,fixa,2316,0,2123,45.54470443725586,18.053174018859863,18.989999771118164,0,0.8669999837875366,1.61899995803833
2020_2,355030880,fixa,17910,49,17454,52.3531494140625,21.408254623413086,16.392000198364258,0,1.0199999809265137,1.5540000200271606
2020_2,355030881,fixa,11506,0,11060,38.173458099365234,21.324596405029297,13.99899959564209,0,0.9605000168085098,1.684000015258789
2020_2,355030882,fixa,7962,2,7628,44.38924598693848,20.864282608032227,19.78250026702881,0,0.825999990105629,1.4640000462532043
2020_2,355030883,fixa,5605,700,4516,47.46537971496582,18.390459537506104,19.388249397277832,0,1.2200000286102295,1.9514999985694885
2020_2,355030884,fixa,12179,0,11934,39.267396450042725,18.586316108703613,20.07800006866455,0,1.351749986410141,1.8359999656677246
2020_2,355030885,fixa,3710,3,3432,49.84016418457031,18.424510955810547,19.172000885009766,0,0.992000013589859,1.647000014781952
2020_2,355030886,fixa,5177,6,4971,51.953182220458984,19.11760711669922,20.999000549316406,0,1.1884999871253967,1.8279999494552612
2020_2,355030887,fixa,12103,2,11908,32.06908416748047,18.3526611328125,18.152999877929688,0,1.7245000004768372,2.021000027656555
2020_2,355030888,fixa,3201,5,2858,59.25857067108154,19.62394905090332,16.89299964904785,0,1.093999981880188,1.7570000290870667
2020_2,355030889,fixa,9740,3,9289,44.87461280822754,20.012654304504395,19.92300033569336,0,1.1169999837875366,1.378499984741211
2020_2,355030890,fixa,14438,13,13723,52.86642265319824,19.525113105773926,18.276999473571777,0,0.9820000231266022,1.3912499845027924
2020_2,355030891,fixa,4584,2,4288,50.685221672058105,20.97081470489502,18.840749740600586,0,1.0080000162124634,1.6107500195503235
2020_2,355030892,fixa,11164,1025,9724,51.952919006347656,17.67186164855957,21.42675018310547,0,1.0274999886751175,1.8264999985694885
2020_2,355030893,fixa,10895,7,10604,49.62051582336426,18.620399951934814,18.673999786376953,0,1.1955000162124634,1.637000024318695
2020_2,355030894,fixa,16088,3142,12533,48.403446197509766,17.728007316589355,19.475500106811523,0,1.0615000128746033,1.7444999814033508
2020_2,355030895,fixa,5126,1,4926,41.07322311401367,18.45095157623291,17.779000282287598,0,1.2580000162124634,1.859499990940094
2020_2,355030896,fixa,9924,1,9698,25.235371589660645,22.90208625793457,13.230249881744385,0,1.5170000195503235,1.4259999990463257
2021_1,355030801,fixa,8322,267,7783,62.379672050476074,22.096267700195312,14.682000160217285,0,1.1299999952316284,1.7400000095367432
2021_1,355030801,movel,16,2,14,23.593872547149658,38.30399990081787,8.875750064849854,0,0.6815000027418137,1.4790000319480896
2021_1,355030802,fixa,6116,1344,4610,87.03369522094727,27.477450370788574,11.99899959564209,0,0.7512500137090683,1.4529999494552612
2021_1,355030802,movel,7,7,0,,,13.049000263214111,0,0.37800000607967377,1.1309999525547028
2021_1,355030803,fixa,539,58,404,35.74021339416504,42.492587089538574,10.494499683380127,0,1.5820000171661377,1.140999972820282
2021_1,355030803,movel,12,0,12,39.585097312927246,48.951839447021484,6.718500137329102,1,1.7759999632835388,0.679500013589859
2021_1,355030804,fixa,7672,156,7283,49.279985427856445,20.570146560668945,14.065999984741211,0,1.098499994724989,1.7247499972581863
2021_1,355030804,movel,3,0,3,93.78390979766846,83.60639667510986,9.476249933242798,0,0.3294999971985817,0.8682499974966049
2021_1,355030805,fixa,5807,202,5308,48.333322525024414,19.61547088623047,16.18899917602539,0,1.1990000009536743,1.75600004196167
2021_1,355030805,movel,3,0,3,34.29048538208008,21.36089515686035,29.913000106811523,100,2.1760001182556152,3.4700000286102295
2021_1,355030806,fixa,4951,96,4689,66.34481048583984,31.597018241882324,12.380749940872192,0,0.902999997138977,1.2137500122189522
2021_1,355030807,fixa,11329,261,10748,58.32911682128906,26.560779094696045,12.64050006866455,0,0.9520000219345093,1.227999985218048
2021_1,355030807,movel,11,10,1,3.8526721000671387,3.8762240409851074,20.549500465393066,0,0.5265000015497208,2.097000002861023
2021_1,355030808,fixa,6425,174,5936,78.35872459411621,23.19237518310547,12.997499942779541,0,0.8560000061988831,1.468500018119812
2021_1,355030809,fixa,3591,63,3412,78.40076446533203,29.875442504882812,12.271250009536743,0,0.7722500152885914,1.017999991774559
2021_1,355030809,movel,11,7,4,28.062423706054688,23.777280569076538,33.17549991607666,2,15.645999997854233,1.1279999911785126
2021_1,355030810,fixa,3394,72,3190,79.26620864868164,44.101191997528076,9.78249979019165,0,0.9212500005960464,0.9879999756813049
2021_1,355030810,movel,1,0,1,262.25433349609375,144.35366821289062,9.41100025177002,0,1.1619999408721924,0.5709999799728394
2021_1,355030811,fixa,13822,252,13207,35.94175910949707,28.41577434539795,11.11400032043457,0,1.5400000214576721,1.292000025510788
2021_1,355030811,movel,20,4,16,57.09427070617676,38.0230073928833,6.7829999923706055,0,0.5019999742507935,0.9940000176429749
2021_1,355030812,fixa,3765,250,3167,62.3051643371582,20.709924697875977,14.788999557495117,0,0.9594999849796295,1.8639999628067017
2021_1,355030812,movel,10,4,6,58.90592098236084,29.43183946609497,11.345250129699707,25,0.2317499965429306,2.1282500326633453
