,semestre,district_id,banda_larga,nro_medicoes,medicoes_ipv6,medicoes_ipv4,mediana_download,mediana_upload,mediana_latencia,mediana_perdapacotes,mediana_jitterdown,mediana_jitterup
113,2020_2,18,fixa,8333,6,7596,37.53904724121094,16.11851692199707,22.99799919128418,0.0,1.3205000013113022,1.965000033378601
114,2020_2,19,fixa,8321,1,7817,23.23961544036865,20.317226886749268,16.597249746322632,0.0,1.534500002861023,1.6355000138282776
115,2020_2,20,fixa,7057,2,6394,43.42298698425293,18.17317485809326,20.33799934387207,0.0,1.0140000581741333,1.8609999418258667
116,2020_2,21,fixa,6609,7,6380,51.02584838867188,18.711915493011475,17.334999084472656,0.0,1.0299999713897705,1.7695000171661377
117,2020_2,22,fixa,12033,2,11484,41.01292037963867,25.505765914916992,11.658499717712402,0.0,1.0119999647140503,1.340000033378601
118,2020_2,23,fixa,8629,1765,6221,37.253456115722656,20.00431060791016,16.412999868392944,0.0,1.315000057220459,1.5759999752044678
119,2020_2,24,fixa,1995,1,1651,36.3300838470459,12.467804431915283,23.498000144958496,0.0,1.4264999628067017,2.111999988555908
120,2020_2,25,fixa,15697,12,15328,28.754526138305664,23.089487552642822,12.405499935150146,0.0,1.9539999961853027,1.6549999713897705
121,2020_2,26,fixa,12531,2907,9173,49.89137268066406,19.736927032470703,18.855000495910645,0.0,1.059000015258789,1.5160000026226044
122,2020_2,27,fixa,4350,2,3876,52.93132972717285,21.26879978179932,16.87849998474121,0.0,1.0199999809265137,1.366000056266785
123,2020_2,28,fixa,10613,858,9390,27.28242874145508,13.93033218383789,19.239500045776367,0.0,1.6820000410079956,2.10850003361702
124,2020_2,29,fixa,12087,18,11621,49.57174301147461,18.67147254943848,19.292500019073486,0.0,1.0839999914169312,1.6080000400543213
125,2020_2,30,fixa,15395,4,14765,28.69658660888672,21.85454368591309,10.812000274658203,0.3378378450870514,1.7419999837875366,1.8824999928474424
126,2020_2,31,fixa,11792,0,11627,35.34439468383789,27.158611297607425,10.98900032043457,0.0,1.3949999809265137,1.1799999475479126
127,2020_2,32,fixa,8390,288,7711,50.75372695922852,19.5656681060791,16.0,0.0,0.9794999957084656,1.5834999680519104
128,2020_2,33,fixa,7380,3,7053,35.492231369018555,31.134254455566406,11.791999816894531,0.0,1.367499977350235,1.352500021457672
129,2020_2,34,fixa,8355,3,7765,45.940704345703125,19.31056499481201,13.284499883651732,0.0,0.953000009059906,1.4279999732971191
130,2020_2,35,fixa,22438,3973,17643,60.067176818847656,31.98399066925049,11.482500076293944,0.0,0.7754999995231628,1.0214999914169312
131,2020_2,36,fixa,16830,0,16574,27.237895011901852,26.788809299468998,12.657000064849854,0.0,1.5354999769479036,1.2754999846220016
132,2020_2,37,fixa,13128,0,12598,34.02395439147949,19.23181629180908,16.98099994659424,0.0,1.2480000257492063,1.6770000457763672
133,2020_2,38,fixa,16563,3,15527,49.82494354248047,20.790797233581543,14.942750215530396,0.0,0.9800000190734864,1.2239999771118164
134,2020_2,39,fixa,6630,1,6297,69.29896545410156,14.59682583808899,19.98600006103516,0.0,0.7877500057220459,1.7680000066757202
135,2020_2,40,fixa,9585,0,9202,80.25727844238281,23.114192962646484,13.484999656677246,0.0,0.7269999980926514,1.121000051498413
136,2020_2,41,fixa,5689,0,5304,53.767690658569336,20.81136131286621,14.880000114440918,0.0,1.0719999819993973,1.4670000076293943
137,2020_2,42,fixa,8938,2,8241,30.289011001586918,13.810312271118164,20.29800033569336,0.0,1.5130000114440918,2.0380001068115234
138,2020_2,43,fixa,4194,0,3871,23.033424377441406,17.68986487388611,11.10200023651123,0.0,1.6820000410079956,1.553000032901764
139,2020_2,44,fixa,8980,1,8669,27.252917766571045,22.892888069152832,12.996500015258787,0.0,1.4300000071525574,1.647499978542328
140,2020_2,45,fixa,9448,6,8746,58.067359924316406,23.952634811401367,15.161250114440918,0.0,0.8524999916553497,1.1644999980926514
141,2020_2,46,fixa,15484,5,14954,33.06236934661865,18.84212207794189,18.25300025939941,0.0,1.2925000339746475,1.8040000200271609
